Ticker,Category,CompanyName,Exchange
DXPE,Industrial Equipment Wholesale,"DXP Enterprises, Inc.",NMS
DXR,Medical Instruments & Supplies,Daxor Corporation,ASE
DXYN,Textile Industrial,"The Dixie Group, Inc.",NGM
DY,Heavy Construction,"Dycom Industries, Inc.",NYQ
DYII,Hospitals,"Dynacq Healthcare, Inc.",PNK
DYN,Electric Utilities,Dynegy Inc.,NYQ
DYNA,Business Services,"Dynastar Holdings, Inc.",PNK
DYNT,Medical Appliances & Equipment,Dynatronics Corporation,NCM
DYSL,Scientific & Technical Instruments,Dynasil Corporation of America,NCM
E,Major Integrated Oil & Gas,Eni S.p.A.,NYQ
EA,Multimedia & Graphics Software,Electronic Arts Inc.,NMS
EAGL,Conglomerates,Double Eagle Acquisition Corp.,NCM
EARN,REIT - Residential,Ellington Residential Mortgage REIT,NYQ
EARS,Biotechnology,Auris Medical Holding AG,NGM
EAT,Restaurants,"Brinker International, Inc.",NYQ
EAUI,Pollution & Treatment Controls,"EAU Technologies, Inc.",PNK
EBAY,"Specialty Retail, Other",eBay Inc.,NMS
EBF,Office Supplies,"Ennis, Inc.",NYQ
EBIO,Biotechnology,"Eleven Biotherapeutics, Inc.",NGM
EBIX,Business Software & Services,"Ebix, Inc.",NMS
EBML,Industrial Metals & Minerals,"eBullion, Inc.",PNK
EBMT,Regional - Pacific Banks,"Eagle Bancorp Montana, Inc.",NGM
EBODF,Semiconductor - Specialized,New Energy Exchange Ltd.,PNK
EBR,Electric Utilities,Centrais Elétricas Brasileiras S.A. - Eletrobras,NYQ
EBS,Biotechnology,Emergent BioSolutions Inc.,NYQ
EBSB,Savings & Loans,"Meridian Bancorp, Inc.",NMS
EBTC,Savings & Loans,"Enterprise Bancorp, Inc.",NMS
EC,Major Integrated Oil & Gas,Ecopetrol S.A.,NYQ
ECA,Major Integrated Oil & Gas,Encana Corporation,NYQ
ECCE,Independent Oil & Gas,Eagle Ford Oil & Gas Corp.,PNK
ECHO,Trucking,"Echo Global Logistics, Inc.",NMS
ECIA,Medical Instruments & Supplies,Encision Inc.,PNK
ECL,Cleaning Products,Ecolab Inc.,NYQ
ECOL,Waste Management,"US Ecology, Inc.",NMS
ECOM,Application Software,ChannelAdvisor Corporation,NYQ
ECOS,Business Software & Services,EcoloCap Solutions Inc.,PNK
ECPG,Asset Management,"Encore Capital Group, Inc.",NMS
ECPN,Industrial Metals & Minerals,"El Capitan Precious Metals, Inc.",PNK
ECR,Independent Oil & Gas,Eclipse Resources Corporation,NYQ
ECT,Oil & Gas Drilling & Exploration,ECA Marcellus Trust I,NYQ
ECYT,Biotechnology,"Endocyte, Inc.",NMS
ED,Electric Utilities,"Consolidated Edison, Inc.",NYQ
EDAP,Medical Appliances & Equipment,EDAP TMS S.A.,NGM
EDCI,Processing Systems & Products,"EDCI Holdings, Inc.",PNK
EDGW,Information Technology Services,"Edgewater Technology, Inc.",NGM
EDIG,Electronic Equipment,e.Digital Corporation,PNK
EDMC,Education & Training Services,Education Management Corporation,PNK
EDN,Electric Utilities,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,NYQ
EDR,REIT - Residential,EdR,NYQ
EDRG,Diversified Investments,Eight Dragons Company,PNK
EDU,Education & Training Services,New Oriental Education & Technology Group Inc.,NYQ
EDUC,Publishing - Books,Educational Development Corporation,NGM
EE,Electric Utilities,El Paso Electric Company,NYQ
EEFT,Business Services,"Euronet Worldwide, Inc.",NMS
EEI,Waste Management,"Ecology & Environment, Inc.",NGM
EEP,Oil & Gas Pipelines,"Enbridge Energy Partners, L.P.",NYQ
EEQ,Independent Oil & Gas,"Enbridge Energy Management, L.L.C.",NYQ
EESI,Oil & Gas Equipment & Services,"Encompass Energy Services, Inc.",PNK
EFC,Mortgage Investment,Ellington Financial LLC,NYQ
EFII,Computer Peripherals,"Electronics for Imaging, Inc.",NMS
EFOI,Home Furnishings & Fixtures,"Energy Focus, Inc.",NCM
EFSC,Regional - Southwest Banks,Enterprise Financial Services Corp,NMS
EFSI,Regional - Mid-Atlantic Banks,"Eagle Financial Services, Inc.",PNK
EFX,Credit Services,Equifax Inc.,NYQ
EGAN,Business Software & Services,eGain Corporation,NCM
EGBN,Regional - Mid-Atlantic Banks,"Eagle Bancorp, Inc.",NCM
EGDW,Money Center Banks,"Edgewater Bancorp, Inc.",PNK
EGHT,Diversified Communication Services,"8x8, Inc.",NMS
EGI,Gold,Entrée Resources Ltd.,ASE
EGL,Staffing & Outsourcing Services,"Engility Holdings, Inc.",NYQ
EGLT,Biotechnology,Egalet Corporation,NGM
EGN,Independent Oil & Gas,Energen Corporation,NYQ
EGO,Gold,Eldorado Gold Corporation,NYQ
EGOV,Application Software,NIC Inc.,NMS
EGP,REIT - Industrial,"EastGroup Properties, Inc.",NYQ
EGRX,Drugs - Generic,"Eagle Pharmaceuticals, Inc.",NGM
EGY,Independent Oil & Gas,"VAALCO Energy, Inc.",NYQ
EGYH,Oil & Gas Drilling & Exploration,"Energy Holdings International, Inc.",PNK
EHIC,Rental & Leasing Services,eHi Car Services Limited,NYQ
EHSK,Personal Products,"Enhance Skin Products, Inc.",PNK
EHTH,Insurance Brokers,"eHealth, Inc.",NMS
EIG,Accident & Health Insurance,"Employers Holdings, Inc.",NYQ
EIGI,Application Software,"Endurance International Group Holdings, Inc.",NMS
EIHC,Specialty Chemicals,Environmental Infrastructure Holdings Corp,PNK
EIX,Electric Utilities,Edison International,NYQ
EKCS,Security & Protection Services,Electronic Control Security Inc.,PNK
EKSO,Medical Instruments & Supplies,"Ekso Bionics Holdings, Inc.",NCM
EL,Personal Products,The Estée Lauder Companies Inc.,NYQ
ELGX,Medical Instruments & Supplies,"Endologix, Inc.",NMS
ELLI,Application Software,"Ellie Mae, Inc.",NYQ
ELLO,Electric Utilities,Ellomay Capital Ltd.,ASE
ELMD,Medical Appliances & Equipment,"Electromed, Inc.",ASE
ELON,Networking & Communication Devices,Echelon Corporation,NMS
ELP,Electric Utilities,Companhia Paranaense de Energia - COPEL,NYQ
ELRN,Conglomerates,"Greenwood Hall, Inc.",PNK
ELS,REIT - Residential,"Equity LifeStyle Properties, Inc.",NYQ
ELSE,Scientific & Technical Instruments,"Electro-Sensors, Inc.",NCM
ELST,Communication Equipment,"Electronic Systems Technology, Inc.",PNK
ELTK,Printed Circuit Boards,Eltek Ltd.,NCM
ELTP,Drug Manufacturers - Other,"Elite Pharmaceuticals, Inc.",PNK
ELTZ,"Specialty Retail, Other",Elite Group Inc.,PNK
ELY,Sporting Goods,Callaway Golf Company,NYQ
EMAN,Semiconductor Equipment & Materials,eMagin Corporation,ASE
EMCF,Regional - Northeast Banks,Emclaire Financial Corp.,NCM
EMCI,Property & Casualty Insurance,EMC Insurance Group Inc.,NMS
EME,General Contractors,"EMCOR Group, Inc.",NYQ
EMES,Oil & Gas Equipment & Services,Emerge Energy Services LP,NYQ
EMIS,Biotechnology,"Emisphere Technologies, Inc.",PNK
EMKR,Semiconductor - Integrated Circuits,EMCORE Corporation,NGM
EML,Small Tools & Accessories,The Eastern Company,NGM
EMMS,Broadcasting - Radio,Emmis Communications Corporation,NMS
EMN,Chemicals - Major Diversified,Eastman Chemical Company,NYQ
EMON,Business Software & Services,"eMONEco, Inc.",PNK
EMPK,Regional - Northeast Banks,"Empire Bancorp, Inc.",PNK
EMPO,Personal Products,"Empowered Products, Inc.",PNK
EMPR,Independent Oil & Gas,Empire Petroleum Corporation,PNK
EMR,Industrial Electrical Equipment,Emerson Electric Co.,NYQ
ENB,Oil & Gas Pipelines,Enbridge Inc.,NYQ
ENBL,Oil & Gas Pipelines,"Enable Midstream Partners, LP",NYQ
ENBN,Regional - Northeast Banks,Enterprise Bank NJ,PNK
ENBP,Regional - Northeast Banks,ENB Financial Corp,PNK
ENCC,Business Software & Services,Encompass Compliance Corporation,PNK
ENDP,Drug Manufacturers - Other,Endo International plc,NMS
ENDV,Mortgage Investment,"Endonovo Therapeutics, Inc.",PNK
ENFC,Regional - Southeast Banks,Entegra Financial Corp.,NGM
ENG,Technical Services,BNPP E NMX 30 Infrastructure Glbl ETF,NCM
ENGA,Internet Information Providers,"Engage Mobility, Inc.",PNK
ENGT,Oil & Gas Equipment & Services,"Energy & Technology, Corp.",PNK
ENLC,Oil & Gas Pipelines,"EnLink Midstream, LLC",NYQ
ENLK,Independent Oil & Gas,"EnLink Midstream Partners, LP",NYQ
ENPH,Semiconductor Equipment & Materials,"Enphase Energy, Inc.",NGM
ENPT,Auto Parts,"Enerpulse Technologies, Inc.",PNK
ENR,Personal Products,"Energizer Holdings, Inc.",NYQ
ENRJ,Independent Oil & Gas,"EnerJex Resources, Inc.",ASE
ENS,Industrial Electrical Equipment,EnerSys,NYQ
ENSG,Long-Term Care Facilities,"The Ensign Group, Inc.",NMS
ENSV,Independent Oil & Gas,Enservco Corporation,ASE
ENT,Entertainment - Diversified,Global Eagle Entertainment Inc.,NCM
ENTA,Biotechnology,"Enanta Pharmaceuticals, Inc.",NMS
ENTG,Semiconductor Equipment & Materials,"Entegris, Inc.",NMS
ENTL,Medical Instruments & Supplies,"Entellus Medical, Inc.",NGM
ENUM,Biotechnology,"Enumeral Biomedical Holdings, Inc.",PNK
ENV,Business Services,"Envestnet, Inc.",NYQ
ENVA,Credit Services,"Enova International, Inc.",NYQ
ENVV,Conglomerates,Envoy Group Corp.,PNK
ENZ,Medical Laboratories & Research,"Enzo Biochem, Inc.",NYQ
ENZB,Drug Related Products,EnzymeBioSystems,PNK
ENZN,Biotechnology,"Enzon Pharmaceuticals, Inc.",PNK
ENZY,Biotechnology,Enzymotec Ltd.,NMS
EOG,Independent Oil & Gas,"EOG Resources, Inc.",NYQ
EOMN,Entertainment - Diversified,"Ethos Media Network, Inc.",PNK
EOPT,Independent Oil & Gas,"Eos Petro, Inc.",PNK
EPAM,Information Technology Services,"EPAM Systems, Inc.",NYQ
EPAY,Business Software & Services,"Bottomline Technologies (de), Inc.",NMS
EPC,Personal Products,Edgewell Personal Care Company,NYQ
EPD,Independent Oil & Gas,Enterprise Products Partners L.P.,NYQ
EPE,Independent Oil & Gas,EP Energy Corporation,NYQ
EPGG,"Recreational Goods, Other","Empire Global Gaming, Inc.",PNK
EPM,Independent Oil & Gas,Evolution Petroleum Corporation,ASE
EPR,REIT - Retail,EPR Properties,NYQ
EPZM,Biotechnology,"Epizyme, Inc.",NMS
EQFN,Savings & Loans,Equitable Financial Corp.,NCM
EQGP,Major Integrated Oil & Gas,"EQT GP Holdings, LP",NYQ
EQIX,Internet Software & Services,"Equinix, Inc.",NMS
EQM,Oil & Gas Pipelines,"EQT Midstream Partners, LP",NYQ
EQR,REIT - Residential,Equity Residential,NYQ
EQT,Independent Oil & Gas,EQT Corporation,NYQ
ERA,"Air Services, Other",Era Group Inc.,NYQ
ERF,Oil & Gas Drilling & Exploration,Enerplus Corporation,NYQ
ERGO,Biotechnology,"Entia Biosciences, Inc",PNK
ERHE,Independent Oil & Gas,ERHC Energy Inc.,PNK
ERI,Resorts & Casinos,"Eldorado Resorts, Inc.",PCX
ERIE,Insurance Brokers,Erie Indemnity Company,NMS
ERII,Pollution & Treatment Controls,"Energy Recovery, Inc.",NMS
ERJ,Aerospace/Defense Products & Services,Embraer S.A.,NYQ
ERMS,Technical & System Software,"eRoomSystem Technologies, Inc.",PNK
ERN,Independent Oil & Gas,Erin Energy Corporation,ASE
EROS,"Movie Production, Theaters",Eros International Plc,NYQ
EROX,Personal Products,Human Pheromone Sciences Inc.,PNK
ES,Diversified Utilities,Eversource Energy,NYQ
ESBA,REIT - Office,"Empire State Realty OP, L.P.",PCX
ESBK,Regional - Northeast Banks,Elmira Savings Bank,NCM
ESBS,Regional - Northeast Banks,"ES Bancshares, Inc.",PNK
ESCA,Sporting Goods,"Escalade, Incorporated",NGM
ESDI,Beverages - Wineries & Distillers,"Eastside Distilling, Inc.",NCM
ESE,Scientific & Technical Instruments,ESCO Technologies Inc.,NYQ
ESEA,Shipping,Euroseas Ltd.,NCM
ESES,Oil & Gas Equipment & Services,"Eco-Stim Energy Solutions, Inc.",NCM
ESGI,Conglomerates,Ensurge Inc.,PNK
ESGR,Property & Casualty Insurance,Enstar Group Limited,NMS
ESIO,Semiconductor - Integrated Circuits,"Electro Scientific Industries, Inc.",NMS
ESL,Aerospace/Defense Products & Services,Esterline Technologies Corporation,NYQ
ESMC,Medical Appliances & Equipment,Escalon Medical Corp.,PNK
ESNC,Industrial Electrical Equipment,"EnSync, Inc.",ASE
ESND,Business Equipment,Essendant Inc.,NMS
ESNT,Mortgage Investment,Essent Group Ltd.,NYQ
ESP,Diversified Electronics,Espey Mfg. & Electronics Corp.,ASE
ESPH,Diversified Machinery,"Ecosphere Technologies, Inc.",PNK
ESPR,Biotechnology,"Esperion Therapeutics, Inc.",NGM
ESRT,REIT - Diversified,"Empire State Realty Trust, Inc.",NYQ
ESRX,Health Care Plans,Express Scripts Holding Company,NMS
ESS,REIT - Residential,"Essex Property Trust, Inc.",NYQ
ESSA,Savings & Loans,"ESSA Bancorp, Inc.",NMS
ESSE,Independent Oil & Gas,"Earth Search Sciences, Inc.",PNK
ESSX,Rental & Leasing Services,Essex Rental Corp.,PNK
ESTE,Independent Oil & Gas,"Earthstone Energy, Inc.",NYQ
ESV,Oil & Gas Drilling & Exploration,Ensco plc,NYQ
ESXB,Diversified Investments,Community Bankers Trust Corporation,NCM
ETCC,Diversified Machinery,Environmental Tectonics Corporation,PNK
ETCK,Specialty Chemicals,EnerTeck Corporation,PNK
ETE,Oil & Gas Pipelines,"Energy Transfer Equity, L.P.",NYQ
ETEC,Information Technology Services,"Emtec, Inc.",PNK
ETFC,Investment Brokerage - National,E*TRADE Financial Corporation,NMS
ETH,Home Furnishings & Fixtures,Ethan Allen Interiors Inc.,NYQ
ETM,Broadcasting - Radio,Entercom Communications Corp.,NYQ
ETN,Diversified Machinery,Eaton Corporation plc,NYQ
ETP,Oil & Gas Pipelines,"Energy Transfer Partners, L.P.",NYQ
ETR,Electric Utilities,Entergy Corporation,NYQ
ETRM,Medical Appliances & Equipment,EnteroMedics Inc.,NCM
ETST,Business Services,"Earth Science Tech, Inc.",PNK
ETSY,"Specialty Retail, Other","Etsy, Inc.",NMS
EV,Asset Management,Eaton Vance Corp.,NYQ
EVA,"Lumber, Wood Production","Enviva Partners, LP",NYQ
EVAR,Medical Appliances & Equipment,"Lombard Medical, Inc.",NCM
EVBN,Regional - Northeast Banks,"Evans Bancorp, Inc.",ASE
EVC,Broadcasting - TV,Entravision Communications Corporation,NYQ
EVEP,Oil & Gas Drilling & Exploration,"EV Energy Partners, L.P.",NMS
EVGN,Biotechnology,Evogene Ltd.,NGM
EVH,Healthcare Information Services,"Evolent Health, Inc.",NYQ
EVHC,Long-Term Care Facilities,Envision Healthcare Corporation,NYQ
EVI,Consumer Services,"EnviroStar, Inc.",ASE
EVK,Textile - Apparel Clothing,"Ever-Glory International Group, Inc.",NGM
EVLV,Catalog & Mail Order Houses,EVINE Live Inc.,NMS
EVOK,Drugs - Generic,"Evoke Pharma, Inc.",NCM
EVOL,Technical & System Software,"Evolving Systems, Inc.",NCM
EVR,Asset Management,Evercore Partners Inc.,NYQ
EVSI,Semiconductor - Specialized,"Envision Solar International, Inc.",PNK
EVTC,Business Software & Services,"EVERTEC, Inc.",NYQ
EVTN,Diversified Machinery,"Enviro Voraxial Technology, Inc.",PNK
EW,Medical Appliances & Equipment,Edwards Lifesciences Corporation,NYQ
EWBC,Foreign Money Center Banks,"East West Bancorp, Inc.",NMS
EXA,Application Software,Exa Corporation,NGM
EXAC,Medical Appliances & Equipment,"Exactech, Inc.",NMS
EXAD,Photographic Equipment & Supplies,"Experience Art and Design, Inc.",PNK
EXAS,Medical Laboratories & Research,Exact Sciences Corporation,NCM
EXC,Diversified Utilities,Exelon Corporation,NYQ
EXCC,Business Services,Excel Corporation,PNK
EXEL,Biotechnology,"Exelixis, Inc.",NMS
EXEO,Gaming Activities,"Exeo Entertainment, Inc.",PNK
EXK,Silver,Endeavour Silver Corp.,NYQ
EXLS,Business Services,"ExlService Holdings, Inc.",NMS
EXNT,Application Software,"EnXnet, Inc.",PNK
EXP,Cement,Eagle Materials Inc.,NYQ
EXPD,Air Delivery & Freight Services,"Expeditors International of Washington, Inc.",NMS
EXPE,Lodging,"Expedia, Inc.",NMS
EXPO,Management Services,"Exponent, Inc.",NMS
EXPR,Apparel Stores,"Express, Inc.",NYQ
EXR,REIT - Industrial,Extra Space Storage Inc.,NYQ
EXSR,Regional - Pacific Banks,"Exchange Bank (Santa Rosa, CA)",PNK
EXTR,Networking & Communication Devices,"Extreme Networks, Inc.",NMS
EXXI,Independent Oil & Gas,"Energy XXI Gulf Coast, Inc.",NMS
EYEG,Biotechnology,"Eyegate Pharmaceuticals, Inc.",NCM
EYES,Medical Appliances & Equipment,"Second Sight Medical Products, Inc.",NCM
EZPW,Credit Services,"EZCORP, Inc.",NMS
F,Auto Manufacturers - Major,Ford Motor Company,NYQ
FABK,Regional - Southeast Banks,First Advantage Bancorp,PNK
FAC,Accident & Health Insurance,First Acceptance Corporation,NYQ
FAF,Property & Casualty Insurance,First American Financial Corporation,NYQ
FALC,Application Software,"FalconStor Software, Inc.",NCM
FANG,Independent Oil & Gas,"Diamondback Energy, Inc.",NMS
FARM,Processed & Packaged Goods,Farmer Bros. Co.,NMS
FARO,Scientific & Technical Instruments,"FARO Technologies, Inc.",NMS
FAST,Industrial Equipment Wholesale,Fastenal Company,NMS
FATE,Biotechnology,"Fate Therapeutics, Inc.",NGM
FB,Internet Information Providers,"Facebook, Inc.",NMS
FBAK,Regional - Pacific Banks,First National Bank Alaska,PNK
FBC,Savings & Loans,"Flagstar Bancorp, Inc.",NYQ
FBEC,Beverages - Soft Drinks,"FBEC Worldwide, Inc.",PNK
FBHS,Home Furnishings & Fixtures,"Fortune Brands Home & Security, Inc.",NYQ
FBIO,Biotechnology,"Fortress Biotech, Inc.",NCM
FBIZ,Regional - Midwest Banks,"First Business Financial Services, Inc.",NMS
FBMS,Regional - Southeast Banks,"The First Bancshares, Inc.",NGM
FBNC,Regional - Mid-Atlantic Banks,First Bancorp,NMS
FBNK,Money Center Banks,"First Connecticut Bancorp, Inc.",NMS
FBP,Foreign Regional Banks,First Bancorp,NYQ
FBPI,Savings & Loans,"First Bancorp of Indiana, Inc.",OBB
FBR,Paper & Paper Products,Fibria Celulose S.A.,NYQ
FBSI,Savings & Loans,"First Bancshares, Inc.",PNK
FBSS,Regional - Southeast Banks,"Fauquier Bankshares, Inc.",NCM
FC,Education & Training Services,Franklin Covey Co.,NYQ
FCAP,Savings & Loans,"First Capital, Inc.",NCM
FCB,Regional - Southeast Banks,"FCB Financial Holdings, Inc.",NYQ
FCBC,Regional - Mid-Atlantic Banks,"First Community Bancshares, Inc.",NMS
FCBI,Money Center Banks,"Frederick County Bancorp, Inc.",PNK
FCCO,Regional - Southwest Banks,First Community Corporation,NCM
FCCY,Regional - Northeast Banks,1st Constitution Bancorp,NGM
FCE-A,Property Management,"Forest City Realty Trust, Inc",NYQ
FCEL,Diversified Utilities,"FuelCell Energy, Inc.",NGM
FCF,Regional - Northeast Banks,First Commonwealth Financial Corporation,NYQ
FCFS,Credit Services,"FirstCash, Inc.",NYQ
FCH,REIT - Hotel/Motel,FelCor Lodging Trust Incorporated,NYQ
FCIC,Conglomerates,"FCCC, Inc.",PNK
FCN,Management Services,"FTI Consulting, Inc.",NYQ
FCNCA,Regional - Mid-Atlantic Banks,"First Citizens BancShares, Inc.",NMS
FCOB,Regional - Northeast Banks,"1st Colonial Bancorp, Inc.",PNK
FCSC,Drugs - Generic,"Fibrocell Science, Inc.",NCM
FCX,Copper,Freeport-McMoRan Inc.,NYQ
FDBC,Regional - Northeast Banks,"Fidelity D & D Bancorp, Inc.",PNK
FDEF,Savings & Loans,First Defiance Financial Corp.,NMS
FDOC,Auto Parts,"Fuel Doctor Holdings, Inc.",PNK
FDP,Farm Products,Fresh Del Monte Produce Inc.,NYQ
FDS,Information & Delivery Services,FactSet Research Systems Inc.,NYQ
FDVA,Regional - Mid-Atlantic Banks,The Freedom Bank of Virginia,PNK
FDX,Air Delivery & Freight Services,FedEx Corporation,NYQ
FE,Electric Utilities,FirstEnergy Corp.,NYQ
FEIM,Communication Equipment,"Frequency Electronics, Inc.",NGM
FELE,Industrial Electrical Equipment,"Franklin Electric Co., Inc.",NMS
FELP,Nonmetallic Mineral Mining,Foresight Energy LP,NYQ
FENG,Internet Information Providers,Phoenix New Media Limited,NYQ
FENX,Auto Parts,"Fenix Parts, Inc.",PNK
FET,Oil & Gas Equipment & Services,"Forum Energy Technologies, Inc.",NYQ
FETM,Regional - Midwest Banks,"Fentura Financial, Inc.",OBB
FEYE,Application Software,"FireEye, Inc.",NMS
FF,Chemicals - Major Diversified,FutureFuel Corp.,NYQ
FFBC,Regional - Midwest Banks,First Financial Bancorp.,NMS
FFDF,Savings & Loans,FFD Financial Corporation,PNK
FFG,Life Insurance,"FBL Financial Group, Inc.",NYQ
FFHL,Packaging & Containers,"Fuwei Films (Holdings) Co., Ltd.",NCM
FFIC,Savings & Loans,Flushing Financial Corporation,NMS
FFIN,Regional - Southwest Banks,"First Financial Bankshares, Inc.",NMS
FFIV,Business Software & Services,"F5 Networks, Inc.",NMS
FFKT,Regional - Southeast Banks,Farmers Capital Bank Corporation,NMS
FFLO,Semiconductor - Specialized,"Free Flow, Inc.",PNK
FFNM,Regional - Midwest Banks,"First Federal of Northern Michigan Bancorp, Inc.",PNK
FFNW,Regional - Pacific Banks,"First Financial Northwest, Inc.",NMS
FFWC,Savings & Loans,FFW Corporation,PNK
FFWM,Regional - Midwest Banks,First Foundation Inc.,NGM
FGEN,Biotechnology,"FibroGen, Inc.",NMS
FGFH,Regional - Midwest Banks,"Foresight Financial Group, Inc.",PNK
FGL,Life Insurance,Fidelity & Guaranty Life,NYQ
FGP,Oil & Gas Refining & Marketing,"Ferrellgas Partners, L.P.",NYQ
FHLB,Regional - Pacific Banks,Friendly Hills Bank,PNK
FHN,Regional - Southeast Banks,First Horizon National Corporation,NYQ
FI,Oil & Gas Pipelines,Frank's International N.V.,NYQ
FIBK,Regional - Pacific Banks,"First Interstate BancSystem, Inc.",NMS
FICO,Business Software & Services,Fair Isaac Corporation,NYQ
FIG,Asset Management,Fortress Investment Group LLC,NYQ
FII,Asset Management,"Federated Investors, Inc.",NYQ
FIND,Application Software,"Findex.com, Inc.",PNK
FINL,"Specialty Retail, Other","The Finish Line, Inc.",NMS
FIS,Information Technology Services,"Fidelity National Information Services, Inc.",NYQ
FISB,Regional - Pacific Banks,1st Capital Bank,PNK
FISI,Regional - Mid-Atlantic Banks,"Financial Institutions, Inc.",NMS
FISV,Business Services,"Fiserv, Inc.",NMS
FIT,Scientific & Technical Instruments,"Fitbit, Inc.",NYQ
FITB,Regional - Midwest Banks,Fifth Third Bancorp,NMS
FIVE,"Specialty Retail, Other","Five Below, Inc.",NMS
FIVN,Application Software,"Five9, Inc.",NGM
FIX,General Contractors,"Comfort Systems USA, Inc.",NYQ
FIZZ,Beverages - Soft Drinks,National Beverage Corp.,NMS
FKWL,Communication Equipment,Franklin Wireless Corp.,PNK
FKYS,Regional - Northeast Banks,First Keystone Corporation,OBB
FL,Textile - Apparel Footwear & Accessories,"Foot Locker, Inc.",NYQ
FLDM,Medical Laboratories & Research,Fluidigm Corporation,NMS
FLEX,Printed Circuit Boards,Flex Ltd.,NMS
FLIC,Regional - Northeast Banks,The First of Long Island Corporation,NCM
FLIR,Scientific & Technical Instruments,"FLIR Systems, Inc.",NMS
FLKM,Application Software,"FlikMedia, Inc",PNK
FLKS,Biotechnology,"Flex Pharma, Inc.",NGM
FLL,Resorts & Casinos,"Full House Resorts, Inc.",NCM
FLO,Processed & Packaged Goods,"Flowers Foods, Inc.",NYQ
FLOW,Diversified Machinery,"SPX FLOW, Inc.",NYQ
FLR,Heavy Construction,Fluor Corporation,NYQ
